Sample_ID,Truck_Mass_t,Vehicles_Per_Day,Steel_Yield_Strength_MPa,Stress_Amplitude_MPa,SN_Coefficient_C,SN_Exponent_m,Cycles_Per_Day
5963,25.22,4181,347.8,70.65,1.0505E+12,2.949,8362
5964,29.09,4238,317.5,103.88,9.40299E+11,2.922,8476
5965,23.31,4157,402.5,84.64,8.66798E+11,2.898,8314
5966,25.09,4090,387.5,75.4,9.46417E+11,3.021,8180
5967,25.77,4241,356.2,84.73,8.85636E+11,3.015,8482
5968,17.64,4314,383.6,127.75,1.07321E+12,2.73,8628
5969,26.93,4200,355.5,99.15,1.03453E+12,3.271,8400
5970,30.62,4169,360.8,89.74,9.54256E+11,2.898,8338
5971,29.61,4238,381.5,102.56,9.73669E+11,2.662,8476
5972,27.04,4170,375.4,97.32,1.0519E+12,3.155,8340
5973,34.44,4153,338.2,90.85,9.74522E+11,2.964,8306
5974,22.89,4174,357.1,122.62,1.01924E+12,3.252,8348
5975,34.73,4156,350.8,109.39,1.05515E+12,2.902,8312
5976,33.9,4230,338,98.91,1.06418E+12,2.962,8460
5977,29.19,4213,363,93,9.62414E+11,3.295,8426
5978,37.22,4204,328.1,90.04,1.02526E+12,3.086,8408
5979,23.1,4275,383,104.41,7.68172E+11,2.688,8550
5980,29.46,4151,350.3,108.17,9.77973E+11,2.941,8302
5981,27.06,4138,330.7,101.54,1.2221E+12,2.76,8276
5982,23.25,4291,347.8,106.73,9.39984E+11,2.671,8582
5983,25.98,4186,373.7,79.72,8.8599E+11,3.401,8372
5984,30.41,4224,372.3,132.8,8.37057E+11,3.089,8448
5985,30.4,4248,363.8,86.5,1.09128E+12,2.778,8496
5986,31.79,4025,371.1,103.04,9.53691E+11,2.963,8050
5987,23.9,4206,348.5,71.41,1.15447E+12,2.958,8412
5988,27.33,4046,364.5,106.21,1.35946E+12,2.969,8092
5989,27.25,4193,360.7,86.21,7.90259E+11,3.284,8386
5990,23.94,4315,350.4,122.46,1.17956E+12,3.194,8630
5991,27.86,4186,338.4,92.91,8.61217E+11,3.244,8372
5992,14.99,4221,370.2,114.82,1.05701E+12,2.793,8442
5993,20.86,4133,319,84.59,7.50021E+11,2.974,8266
5994,24.9,4256,353.4,100.14,9.75024E+11,3.066,8512
5995,25.64,4134,321.7,123.15,9.37635E+11,2.95,8268
5996,31.84,4190,353.7,109.73,8.0043E+11,2.94,8380
5997,24.54,4207,330.3,102.84,9.38766E+11,2.968,8414
5998,38.12,4199,352.5,87.76,1.22151E+12,3.445,8398
5999,19.02,4128,351.5,108.3,1.07759E+12,3.274,8256
6000,39.04,4260,356.9,116.61,9.92869E+11,3.212,8520
6001,22.15,4154,379.9,98.63,1.01966E+12,2.848,8308
6002,20.97,4346,404.4,83.26,9.85459E+11,3.345,8692
6003,23.38,4107,325.3,112.5,1.03004E+12,3.32,8214
6004,24.12,4125,353.8,94.69,9.01539E+11,3.217,8250
6005,26.09,4272,381.8,82.29,1.01301E+12,3.241,8544
6006,25.08,4298,321.2,78.17,8.64152E+11,3.09,8596
6007,30.62,4236,344.8,95.72,1.16641E+12,2.415,8472
6008,32.57,4114,379.1,105.93,1.08543E+12,2.531,8228
6009,21.46,4164,375.7,117.99,1.09952E+12,2.954,8328
6010,35.32,4172,354.9,110.01,9.2082E+11,3.301,8344
6011,29.37,4217,361.6,107.63,9.36162E+11,3.015,8434
6012,27.87,4208,322.2,116.37,1.21392E+12,3.076,8416
6013,32.98,4180,339.8,71.69,8.51386E+11,2.767,8360
6014,27.3,4170,407.6,99.11,1.1122E+12,3.154,8340
6015,36.57,4094,345.4,95.8,1.29526E+12,3.069,8188
6016,20.57,4280,344.8,97.18,8.45458E+11,3.1,8560
6017,35.2,4165,336.6,106.49,7.88791E+11,3.081,8330
6018,25.02,4070,381.1,150.01,1.32206E+12,2.734,8140
6019,32.3,4222,356,89.96,1.17062E+12,3.419,8444
6020,25.18,4216,350.6,80.81,1.0958E+12,3.258,8432
6021,37.91,4165,331.4,79.15,1.00164E+12,2.793,8330
6022,30.21,4119,349.6,96.03,8.72461E+11,2.944,8238
6023,32.42,4275,363.6,88.38,8.47195E+11,3.103,8550
6024,21.5,4264,329.1,114.58,9.99664E+11,3.043,8528
6025,18.98,4293,337.3,73.88,9.84716E+11,2.759,8586
6026,29.35,4246,367,106.32,1.11853E+12,2.541,8492
6027,37.04,4252,384.8,95.6,1.00082E+12,2.754,8504
6028,28.9,4183,319.8,107.45,7.32889E+11,2.701,8366
6029,19.07,4155,400.3,86.2,1.00378E+12,2.778,8310
6030,38.17,4170,385.2,97.57,1.03818E+12,3.591,8340
6031,24.83,4154,359.8,120.17,9.55052E+11,3.078,8308
6032,32.49,4162,345.1,81.1,9.79994E+11,2.944,8324
6033,22.99,4291,364.7,94.04,1.20092E+12,3.296,8582
6034,23.63,4251,305.4,115.22,1.11308E+12,3.03,8502
6035,29.66,4147,346.1,75.78,1.04917E+12,3.113,8294
6036,12.04,4240,340.2,99.67,9.96169E+11,3.093,8480
6037,21.89,4224,359.2,113.28,6.87249E+11,3.061,8448
6038,25.34,4140,392.9,84.1,8.76554E+11,3.364,8280
6039,25.4,4221,358.7,73.83,1.09179E+12,3.15,8442
6040,18.03,4102,330.8,94.87,9.36243E+11,2.987,8204
6041,34.43,4237,322.9,102.57,1.04338E+12,3.098,8474
6042,26.46,4398,295.8,115.66,8.15849E+11,2.98,8796
6043,26.73,4160,360.8,116.4,9.26852E+11,3.205,8320
6044,16.34,4154,323.6,92.93,7.39201E+11,3.061,8308
6045,27.14,4246,364.6,112.83,9.03053E+11,3.109,8492
6046,31.53,4208,363.5,80.94,1.06976E+12,2.848,8416
6047,32.75,4286,376.3,84.84,1.07416E+12,3.005,8572
6048,31.21,4140,403.3,80.83,9.30537E+11,2.73,8280
6049,27.13,4239,360.7,63.52,9.20643E+11,3.242,8478
6050,26.18,4385,353,110.9,9.81639E+11,2.975,8770
6051,28.62,4252,378,84.4,1.10945E+12,3.182,8504
6052,31.54,4132,381.7,115.52,9.86311E+11,3.251,8264
6053,26.17,4128,377.4,121.19,1.16098E+12,2.866,8256
6054,26.22,4229,362.7,114.27,1.1059E+12,2.808,8458
6055,29.83,4242,368.9,98.57,1.07268E+12,3.232,8484
6056,25.99,4202,335.9,100.45,9.74341E+11,2.802,8404
6057,29.06,4225,369.9,87.35,1.16024E+12,3.15,8450
6058,28.3,4267,358.4,121.29,1.12294E+12,3.382,8534
6059,21.99,4196,371.8,67.11,1.08843E+12,3.181,8392
6060,36.47,4235,321.3,94.47,7.82377E+11,2.91,8470
6061,31.51,4090,363.1,83.66,1.12714E+12,2.976,8180
6062,22.07,4246,349.3,98.71,1.16918E+12,3.062,8492
6063,21.78,4324,375.5,80.25,1.13961E+12,2.853,8648
6064,24.56,4043,374.1,77.45,1.17751E+12,2.939,8086
6065,23.89,4261,357,143.61,1.02996E+12,2.706,8522
6066,21.58,4252,343.6,85.61,6.86857E+11,3.223,8504
6067,28.74,4249,335.3,85.41,1.15024E+12,2.905,8498
6068,25.48,4159,363.6,97.63,9.71888E+11,3.074,8318
6069,21.75,4281,361.1,75.17,1.1557E+12,3.069,8562
6070,36.51,4220,353,85.99,9.58549E+11,3.201,8440
6071,25.32,4355,364.9,85.45,1.2361E+12,3.1,8710
6072,29.28,4246,384,136.29,1.01875E+12,3.233,8492
6073,19.42,4211,300.2,89.01,1.06736E+12,3.136,8422
6074,20.79,4148,377.1,98.95,1.12867E+12,2.782,8296
6075,21.33,4296,387.7,125.17,1.05881E+12,2.95,8592
6076,32.88,4221,333.4,104.1,1.06606E+12,2.809,8442
6077,31.61,4270,367.4,139.33,9.21687E+11,2.712,8540
6078,25.92,4142,349.4,75.26,1.01055E+12,2.774,8284
6079,25.54,4171,366,89.29,9.21421E+11,3.058,8342
6080,29.25,4191,345.2,84.03,1.07129E+12,2.932,8382
6081,22.17,4132,386.7,92.27,9.78937E+11,3.255,8264
6082,25.85,4278,349.8,80.11,1.09057E+12,2.598,8556
6083,32.92,4131,403.7,87.07,1.09429E+12,3.305,8262
6084,21.98,4213,318.6,144.1,8.36621E+11,2.848,8426
6085,31.12,4151,355.4,83.22,6.7607E+11,3.192,8302
6086,26.68,4321,335,79.38,1.12384E+12,2.739,8642
6087,28.37,4157,327,63.08,1.06861E+12,2.691,8314
6088,26.39,4246,366,118.7,1.19113E+12,2.826,8492
6089,32.32,4102,412.5,72.8,1.00308E+12,3.407,8204
6090,32.43,4038,361.5,119.05,1.07219E+12,2.999,8076
6091,30.52,4167,355.7,88.98,1.24558E+12,2.885,8334
6092,17.61,4152,365,74.65,6.91431E+11,2.947,8304
6093,28,4168,359.6,77.7,9.84003E+11,3.19,8336
6094,34.27,4253,365.2,111.15,1.17707E+12,3.03,8506
6095,21.28,4201,355,77.37,8.39573E+11,3.046,8402
6096,18.18,4155,376.5,93.2,9.59558E+11,2.887,8310
6097,25.95,4278,357.5,109.58,9.17273E+11,3.087,8556
6098,32.05,4296,355.8,105.54,9.57999E+11,2.932,8592
6099,19.72,4236,416.8,127.03,1.20637E+12,2.895,8472
6100,29.24,4118,347.1,122.43,7.38042E+11,2.99,8236
6101,25.57,4250,389.3,116.32,8.87708E+11,3.349,8500
6102,27.02,4242,352.6,81.4,9.04941E+11,3.527,8484
6103,29.67,4310,365.9,85.63,1.09591E+12,2.797,8620
6104,26.2,4192,365,101.1,1.11538E+12,2.838,8384
6105,23.89,4234,343.2,91.15,1.01958E+12,3.545,8468
6106,28.26,4236,376.8,103.52,7.92632E+11,3.335,8472
6107,36.4,4222,357.5,89.93,9.03099E+11,2.915,8444
6108,30.83,4148,361.6,112.53,8.0526E+11,2.703,8296
6109,31.39,4161,327.4,75.81,1.24226E+12,3.146,8322
6110,21.79,4090,422.1,88.07,7.6635E+11,3.529,8180
6111,24.23,4246,355.6,82.1,1.25574E+12,2.893,8492
6112,19.46,4316,336.2,86.82,9.00764E+11,2.865,8632
6113,32.79,4173,375.3,130.18,9.35533E+11,2.838,8346
6114,33.25,4132,357.7,60.98,8.37386E+11,3.288,8264
6115,29.89,4147,364.8,84.78,6.7704E+11,2.563,8294
6116,31.95,4181,360.2,92.41,1.09129E+12,3.123,8362
6117,24.86,4026,319.2,100.48,1.0284E+12,2.727,8052
6118,25.18,4129,366.6,92.04,8.08039E+11,2.956,8258
6119,34.52,4214,361.3,76.64,1.20388E+12,2.929,8428
6120,25.01,4024,329,111.74,9.81607E+11,3.149,8048
6121,33.43,4065,364.6,88.26,9.2411E+11,2.707,8130
6122,37.22,4216,355.6,92.97,1.05095E+12,3.011,8432
6123,20.58,4189,349.6,79.84,1.05618E+12,3.111,8378
6124,22.19,4187,339,91.46,1.2324E+12,3.012,8374
6125,37.47,4187,376.6,119.27,8.91626E+11,3.16,8374
6126,33.3,4157,337,96.6,1.06628E+12,3.215,8314
6127,36.67,4276,355.8,88.54,1.01053E+12,2.87,8552
6128,37.43,4161,353.8,83.78,9.81379E+11,3.16,8322
6129,25.72,4187,389.5,83.84,9.39428E+11,2.98,8374
6130,39.45,4172,368.6,100.43,1.09023E+12,3.298,8344
6131,35.72,4334,346,121.87,9.45509E+11,2.797,8668
6132,33.62,4215,404.7,119.6,8.41236E+11,3.002,8430
6133,29.49,4180,406.1,70.12,8.0615E+11,2.806,8360
6134,25.46,4220,401.9,101.7,8.95237E+11,2.967,8440
6135,23.04,4258,333.9,133.74,1.0822E+12,2.945,8516
6136,19.05,4287,368.4,120.75,1.02986E+12,2.879,8574
6137,22.58,4183,308.2,80.52,8.71039E+11,2.679,8366
6138,23,4217,348.3,131.99,8.70816E+11,2.968,8434
6139,28.7,4309,383.4,118.24,1.01224E+12,3.195,8618
6140,23.42,4151,345.5,95.46,1.29691E+12,3.467,8302
6141,17.11,4050,345.8,104.86,1.16321E+12,3.258,8100
6142,28.59,4174,340.7,88.98,9.38723E+11,3.131,8348
6143,15.41,4327,354.4,84.96,7.34487E+11,3.111,8654
6144,25.52,4267,310,79.35,1.16964E+12,3.29,8534
6145,31.61,4138,340.9,87.43,1.0832E+12,2.925,8276
6146,18.43,4252,407.4,99.13,9.877E+11,3.188,8504
6147,20.35,4169,408.6,119.84,1.02172E+12,3.056,8338
6148,27.19,4217,368,93.3,1.00555E+12,3.4,8434
6149,35.47,4121,351.3,84.72,1.21563E+12,2.938,8242
6150,26.77,4251,349.1,79.41,9.75442E+11,3.26,8502
6151,24.86,4203,380.1,96.78,8.82301E+11,2.39,8406
6152,29.1,4056,368.1,80.67,7.23311E+11,2.864,8112
6153,17.12,4269,338.8,69.03,1.11513E+12,2.833,8538
6154,18.51,4206,328.7,99.22,1.09047E+12,2.97,8412
6155,31.59,4137,349.3,111.46,9.42028E+11,3.306,8274
6156,32.27,4182,373,108.39,9.2965E+11,3.252,8364
6157,31.05,4276,316.7,93.75,7.47274E+11,3.127,8552
6158,28.32,4227,333.7,87.62,1.17858E+12,2.788,8454
6159,30.21,4249,373.2,96.74,1.01236E+12,2.946,8498
6160,17.06,4246,358.8,117.45,1.16335E+12,2.717,8492
6161,21.03,4077,338,93.48,1.00789E+12,2.889,8154
6162,25.17,4215,342,89.44,1.06931E+12,2.832,8430
6163,33.3,4273,367.2,88.27,7.53586E+11,2.893,8546
6164,28.68,4247,367.4,91.82,9.98868E+11,3.246,8494
6165,27.73,4124,323,110.88,7.00279E+11,2.676,8248
6166,20.82,4170,380.2,113.59,1.02121E+12,3.303,8340
6167,28.29,4245,372.8,116.17,1.05128E+12,3.086,8490
6168,29.83,4109,355.2,121.8,9.50098E+11,2.753,8218
6169,31,4194,319.1,91.9,7.98382E+11,2.719,8388
6170,26.81,4238,299.5,104.74,1.03455E+12,3.066,8476
6171,39.79,4165,354,90.52,9.47556E+11,3.102,8330
6172,20.68,4229,370.6,84.68,1.19309E+12,2.995,8458
6173,33,4209,361.7,73.75,8.67505E+11,2.747,8418
6174,20,4182,378.4,90.11,7.95303E+11,2.961,8364
6175,20.04,4236,362.2,76.55,9.05921E+11,2.921,8472
6176,31.94,4260,350.1,74.58,8.67121E+11,2.771,8520
6177,25.29,4192,369.8,81.06,1.03551E+12,2.969,8384
6178,23.18,4225,379.8,80.57,9.49092E+11,3.191,8450
6179,27.96,4266,331.7,90.07,1.12384E+12,3.26,8532
6180,42.99,4166,384.7,117.17,9.1617E+11,3.129,8332
6181,24.13,4346,362.9,108.11,9.47507E+11,3.052,8692
6182,25.77,4258,350.1,139.25,1.0881E+12,3.026,8516
6183,35.14,4340,385.1,90.73,1.21818E+12,3.027,8680
6184,24.43,4157,348.7,102.19,7.13845E+11,3.206,8314
6185,42.15,4210,368.9,72.35,1.20318E+12,2.811,8420
6186,20.15,4173,398.2,96.96,1.08226E+12,2.836,8346
6187,26.54,4123,363.3,133.72,1.10364E+12,2.754,8246
6188,33.7,4195,334.7,101.52,1.31402E+12,2.958,8390
6189,26.46,4147,374.4,106.12,1.0578E+12,3.252,8294
6190,24.87,4229,331.7,99.02,1.11782E+12,2.816,8458
6191,19.39,4166,390.8,64.38,1.28443E+12,3.21,8332
6192,27.03,4228,358,87.35,9.37301E+11,2.838,8456
6193,32.98,4156,379.7,104.62,9.0953E+11,3.307,8312
6194,26.23,4201,334.6,80.39,1.16002E+12,3.152,8402
6195,21.88,4209,347.5,88.56,1.32077E+12,2.702,8418
6196,35.8,4175,390.4,74.65,1.10358E+12,3.005,8350
6197,32.9,4189,394.9,99.65,8.44279E+11,3.13,8378
6198,31.28,4248,325.6,123.75,1.06751E+12,3.109,8496
6199,26.49,4230,343.8,106.17,1.35651E+12,2.959,8460
6200,22.67,4113,340.5,107.96,1.39709E+12,3.177,8226
6201,34.65,4274,313.8,110.86,1.06115E+12,3.133,8548
6202,28.18,4170,346.5,75.57,1.01054E+12,3.14,8340
6203,25.53,4155,365.8,95.04,9.42044E+11,3.096,8310
6204,26.69,4245,354.5,104.79,8.98793E+11,2.768,8490
6205,30.09,4284,373.5,105.29,1.26591E+12,3.293,8568
6206,32.82,4165,382.3,102.64,1.14332E+12,3.104,8330
6207,27.63,4268,382.3,99.46,9.13479E+11,3.385,8536
6208,25.48,4164,378,137.52,1.12631E+12,3.166,8328
6209,20.99,4266,363.8,97.07,1.2665E+12,2.837,8532
6210,26.09,4169,326.5,70.45,9.25558E+11,2.839,8338
6211,26.48,4135,328.4,109.92,7.79074E+11,3.149,8270
6212,29.65,4297,363.6,79.09,1.02228E+12,3.117,8594
6213,27.61,4084,329.2,129.32,1.04414E+12,2.888,8168
6214,24.53,4281,374.5,78.99,1.0182E+12,3.272,8562
6215,27.05,4221,349.4,71.19,8.65698E+11,3.293,8442
6216,31.45,4250,350.5,95.53,9.70078E+11,2.696,8500
6217,27.14,4152,298.4,115.6,1.04642E+12,3.214,8304
6218,26.68,4089,382.8,88.88,8.78971E+11,2.848,8178
6219,26.24,4201,371.2,79.02,1.02527E+12,2.953,8402
6220,25.74,4301,333,102.71,1.01099E+12,2.884,8602
6221,29.76,4167,357.5,98.69,9.44329E+11,2.879,8334
6222,31.4,4321,370.6,84.33,1.01551E+12,2.828,8642
6223,26,4188,299,109.85,1.14506E+12,3.059,8376
6224,26.6,4128,335.2,99.06,1.1256E+12,2.706,8256
6225,30.05,4153,383.6,94.6,1.03889E+12,2.296,8306
6226,32.22,4259,329.2,82.35,1.13084E+12,3.126,8518
6227,35.91,4116,337.9,105.73,1.19809E+12,2.774,8232
6228,19.82,4169,407.3,60.62,1.25614E+12,3.187,8338
6229,32.79,4172,329.9,93.49,9.58075E+11,2.73,8344
6230,24.88,4164,383,82.84,9.58715E+11,2.689,8328
6231,31.45,4165,348.8,90.32,1.2368E+12,2.801,8330
6232,33.2,4305,312.1,77.1,1.14682E+12,2.551,8610
6233,38.69,4324,336.7,101.14,9.21849E+11,2.814,8648
6234,24.77,4190,353.6,83.04,7.70371E+11,2.941,8380
6235,33.82,4185,356.3,110.93,9.16839E+11,2.872,8370
6236,13.39,4140,363,106.44,7.80458E+11,2.916,8280
6237,28.09,4212,319.9,99.14,7.76266E+11,3.107,8424
6238,14.71,4180,354.3,118.46,9.70176E+11,2.893,8360
6239,23.52,4277,389.5,103.83,8.52042E+11,3.144,8554
6240,21.09,4254,329,99.8,8.69109E+11,2.934,8508
6241,19.13,4200,327.2,92.27,9.40701E+11,3.401,8400
6242,27.62,4240,395,82.91,7.17383E+11,2.65,8480
6243,21.22,4285,362.9,107.64,9.81649E+11,2.689,8570
6244,20.88,4137,316.8,88.76,1.15945E+12,2.992,8274
6245,23,4248,331.1,65.45,9.17805E+11,3.126,8496
6246,24.6,4246,335.3,109.81,1.03945E+12,3.089,8492
6247,30.75,4233,365.5,72.86,9.76923E+11,3.304,8466
6248,25.06,4149,370.5,93.58,8.11213E+11,2.871,8298
6249,22.18,4189,374.9,115.46,9.43505E+11,2.966,8378
6250,17.57,4284,382.3,106.02,1.03919E+12,2.883,8568
6251,31.11,4214,371,121.42,1.00676E+12,2.881,8428
6252,29.37,4140,362.2,83.39,1.27048E+12,2.975,8280
6253,31.34,4233,374.6,89.23,1.08322E+12,2.673,8466
6254,23.7,4203,329.4,78.5,7.70064E+11,3.198,8406
6255,34.81,4228,396.1,100.36,9.97208E+11,3.028,8456
6256,30.96,4274,353.7,84.78,9.0107E+11,3.058,8548
6257,41.15,4188,356.7,77.46,9.58369E+11,3.277,8376
6258,25.52,4195,371.3,91.53,1.05098E+12,2.984,8390
6259,32.65,4207,319.3,96.93,1.11607E+12,2.876,8414
6260,37.31,4108,340.6,109.04,7.45756E+11,2.825,8216
6261,26.32,4136,357.6,95.88,8.38043E+11,2.649,8272
6262,27.56,4225,342,81.86,7.98659E+11,3.175,8450
6263,24.75,4064,335.9,107.34,9.45529E+11,2.845,8128
6264,26.1,4169,349.6,81.21,1.12558E+12,3.001,8338
6265,32.48,4148,374.8,88.88,9.50307E+11,3.2,8296
6266,28.93,4265,401.3,84.19,1.05956E+12,3.311,8530
6267,21.49,4162,373.4,92.02,7.23999E+11,3.024,8324
6268,42.35,4159,385.9,142.13,1.24875E+12,2.687,8318
6269,23.51,4153,377.1,117.29,1.10437E+12,2.894,8306
6270,34.63,4245,397.8,103.7,1.07405E+12,2.788,8490
6271,28.08,4118,380.4,87.79,1.22586E+12,2.717,8236
6272,31.82,4206,284.7,113.39,8.15631E+11,3.098,8412
6273,31.22,4157,376.6,90.24,8.70964E+11,2.722,8314
6274,32.59,4235,355.6,97.68,9.79503E+11,2.843,8470
6275,32.56,4259,370.2,94.95,9.39481E+11,2.728,8518
6276,38.06,4265,365.3,61.73,1.0478E+12,3.04,8530
6277,23.82,4263,343.2,77.9,1.22337E+12,2.653,8526
6278,20.07,4151,385,90.56,1.0942E+12,2.977,8302
6279,17.99,4165,376.2,98.65,8.96963E+11,2.737,8330
6280,15.73,4229,354.3,115.35,1.10689E+12,3.085,8458
6281,30.8,4214,339,101.9,1.02527E+12,2.979,8428
6282,17.46,4024,330.9,106.92,1.2167E+12,2.777,8048
6283,18.27,4152,367.2,92.17,1.09041E+12,3.086,8304
6284,29.23,4079,397.8,82.81,1.08109E+12,3.152,8158
6285,26.08,4161,330.2,90.03,1.08629E+12,3.121,8322
6286,28.31,4254,355.8,124.05,9.11041E+11,2.738,8508
6287,11.82,4298,364.2,100.14,1.182E+12,3.081,8596
6288,20.14,4065,371.2,87.98,1.03023E+12,3.192,8130
6289,18.58,4201,385.3,98.25,9.70535E+11,2.953,8402
6290,27.54,4059,378.4,75.48,8.58048E+11,2.786,8118
6291,27.43,4165,332,88.14,1.12142E+12,3.075,8330
6292,30.03,4184,337.8,91.73,7.36635E+11,3.031,8368
6293,34.93,4202,394.2,88.21,9.04201E+11,2.942,8404
6294,48.25,4134,357.8,94.91,1.02057E+12,3.115,8268
6295,24.55,4184,330.5,85.78,8.00331E+11,2.705,8368
6296,31.83,4116,364.9,94.49,1.22793E+12,3.177,8232
6297,33.07,4228,370.7,94.67,9.80303E+11,3.2,8456
6298,27.04,4274,390.1,108.33,9.28976E+11,2.821,8548
6299,21.77,4055,373.9,130.84,1.06391E+12,2.911,8110
6300,32.84,4281,369.3,77.07,1.18393E+12,3.096,8562
6301,33.02,4291,351.1,109.15,1.01703E+12,3.198,8582
6302,31.02,4077,336.9,87.86,1.04136E+12,2.69,8154
6303,23.41,4234,329.2,85.87,1.16568E+12,3.268,8468
6304,14.47,4065,375.2,74.16,1.04718E+12,2.755,8130
6305,21.53,4182,355.3,98.39,1.46867E+12,3.05,8364
6306,34.88,4260,328,81.49,8.56136E+11,2.823,8520
6307,34.81,4213,348.2,138.3,8.38033E+11,3.056,8426
6308,21.68,4243,361,75.78,1.15616E+12,2.945,8486
6309,29.23,4184,361,105.22,1.1617E+12,2.929,8368
6310,35.48,4212,321.1,76.46,1.02501E+12,3.007,8424
6311,35.65,4168,399.1,129.63,7.59675E+11,2.738,8336
6312,22.23,4275,322,128.65,1.08345E+12,3.176,8550
6313,26.65,4128,385,88.48,8.89845E+11,3.24,8256
6314,27.36,4166,322.1,72.34,9.38409E+11,2.715,8332
6315,21.18,4322,349.8,72.32,1.40792E+12,3.021,8644
6316,38.13,4246,385.1,94.14,1.11526E+12,2.975,8492
6317,17.24,4140,375.1,96.53,1.15653E+12,2.79,8280
6318,30.21,4125,365.7,102.98,8.6264E+11,2.92,8250
6319,33.89,4216,355.1,82.79,1.15695E+12,3.01,8432
6320,30.5,4313,347,105.85,8.74581E+11,3.115,8626
6321,32.24,4170,367.9,93.74,1.04389E+12,3.132,8340
6322,14.4,4161,395.9,80.28,9.02699E+11,2.847,8322
6323,28.13,4170,343.8,89.58,6.58299E+11,2.866,8340
6324,29.62,4233,291.7,91,7.64085E+11,3.039,8466
6325,29.53,4146,379,106.5,8.55193E+11,3.094,8292
6326,19.97,4221,390.5,102.91,6.30914E+11,3.291,8442
6327,26.43,4209,344,113.15,9.57691E+11,2.787,8418
6328,22.94,4173,343.9,118.04,1.12594E+12,2.817,8346
6329,36.18,4272,390.3,120.68,1.15799E+12,3.351,8544
6330,23.94,4212,375.6,80.44,1.05953E+12,3.146,8424
6331,27.07,4217,337.2,85.07,1.32645E+12,2.85,8434
6332,26.8,4167,316.2,72.19,1.04627E+12,3.334,8334
6333,26.63,4202,337.1,104.73,7.23943E+11,3.185,8404
6334,38.01,4241,342.2,108.97,1.07631E+12,3.025,8482
6335,36.58,4196,305.1,76.31,1.06802E+12,2.894,8392
6336,30.16,4111,342.9,90.85,1.10526E+12,3.066,8222
6337,25.9,4253,310.5,133.39,1.02999E+12,3.128,8506
6338,25.26,4243,342.4,84.4,9.56762E+11,2.637,8486
6339,16.79,4131,412.3,73.1,8.71705E+11,3.242,8262
6340,28.36,4171,326,98.49,9.80716E+11,3.019,8342
6341,29.79,4237,362.8,105.89,1.04361E+12,3.056,8474
6342,26.89,4252,315.6,79,1.04564E+12,2.818,8504
6343,22.38,4173,384,90.49,9.84028E+11,2.788,8346
6344,35.02,4242,344.9,90.7,1.13111E+12,3.135,8484
6345,32.55,4210,409.8,85.93,1.05036E+12,3.203,8420
6346,28.91,4311,351.2,77.53,9.32998E+11,3.234,8622
6347,37.38,4188,378.8,99.08,1.04655E+12,3.044,8376
6348,29.48,4261,365.3,92.31,1.01091E+12,3.027,8522
6349,38.86,4278,293.9,87.13,1.1999E+12,2.999,8556
6350,26.89,4205,368.1,81.19,1.16197E+12,2.71,8410
6351,28.91,4121,387.3,79.06,1.059E+12,2.925,8242
6352,24.43,4160,330.8,93.8,1.16256E+12,2.98,8320
6353,33.43,4092,379.9,97.72,9.49433E+11,3.093,8184
6354,25.12,4209,394,74.32,8.49671E+11,2.88,8418
6355,30.43,4186,325,83.29,1.07506E+12,2.732,8372
6356,28.79,4246,341,85.75,9.15778E+11,3.145,8492
6357,23.56,4247,389.9,91.63,1.02845E+12,3.053,8494
6358,41.2,4243,397.7,66.57,8.56957E+11,3.228,8486
6359,34.56,4217,372,78.03,9.1797E+11,3.426,8434
6360,26.62,4129,389.8,118.3,9.91587E+11,2.968,8258
6361,33.1,4126,374.3,77.8,1.0568E+12,3.583,8252
6362,30.13,4314,335.7,73.89,1.05678E+12,3.076,8628
6363,25.46,4119,315.4,114.32,1.11088E+12,3.299,8238
6364,39,4191,394.6,103.95,1.16457E+12,3.116,8382
6365,33.04,4144,336.5,65.87,1.0419E+12,2.982,8288
6366,31.73,4194,337.5,118.35,5.90371E+11,3.099,8388
6367,31.2,4167,333.2,108.43,1.14151E+12,3.038,8334
6368,32.11,4113,336.1,70.21,1.0965E+12,2.831,8226
6369,32.67,4136,375.3,115.46,1.10213E+12,3.051,8272
6370,29.62,4243,361.3,108.25,9.31653E+11,3.199,8486
6371,29.32,4213,375.7,90.44,1.29313E+12,2.841,8426
6372,28.9,4157,341.5,92.86,9.58853E+11,2.751,8314
6373,19.17,4230,351.4,101.62,1.25023E+12,3.197,8460
6374,27.1,4266,320.6,85.96,1.13583E+12,2.997,8532
6375,35.48,4282,310.6,74.15,9.6779E+11,2.954,8564
6376,37.36,4266,329,91.21,8.99595E+11,3.157,8532
6377,29.39,4216,325.6,82.98,8.37604E+11,3.068,8432
6378,23.44,4116,294.8,68.21,1.08057E+12,2.913,8232
6379,34.23,4152,348.8,94.3,1.18834E+12,3.104,8304
6380,23.39,4190,355.6,122.25,1.05346E+12,2.612,8380
6381,22.06,4262,321.4,105.73,1.23106E+12,2.958,8524
6382,19.84,4162,323,84.77,1.06274E+12,3.173,8324
6383,15.99,4112,364.9,135.7,9.35037E+11,2.861,8224
6384,39.38,4212,349.1,74.79,1.05847E+12,3.229,8424
6385,28.4,4152,327.2,113.39,9.98519E+11,3.2,8304
6386,11.13,4245,346.9,106.82,1.31491E+12,2.814,8490
6387,23.25,4152,336.4,95.34,9.82413E+11,3.283,8304
